pid,screen_width,screen_height,condition,writing_assignment,awe,fear,amazement,happiness,fascination,content_video,content_study,video_played,video_problems,sound_on,attentive,conscientious,screen_control,screen_control_other,privacy_check
25422a53,800,331,exp_old,"Meine Stärken sind, dass ich gut zuhören kann, aber vor allem bei persönlichen Dingen, dass ich hilfsbereit bin und lieb und lustig! Allerdings kann man nicht pauschalisieren, dass ich immer bei allem gut zuhören kann, weil ich mir bei eher uninteressanten bzw. stark detaillierten Informationen diese nicht merken kann, weil es zu viel ist! Ich denke, ich bin ein reflektierter Mensch, also sollte das, was ich sage, schon stimmen, allerdings ist es auch wichtig, stärken und Schwächen von der Meinung anderer abhängig zu machen! ",5,1,7,4,7,"Von der Größe verschiedener Planeten unseres Sonnensystems 
Erst wurde innerhalb der Erde rusgzeoomt ins Weltall 
Von da dann zu den anderen Planeten unseres Sonnensystems und danach außerhalb unseres Sonnensystems","Wie gut man sich Sachen merken kann 
Wie gut man mit völlig verschiedenen Themen, die nacheinander behandelt werden, umgehen kann und sich darauf einlassen kann und sich trotzdem wichtige Sachen des anderen Themas zu merken ",1,"",1,1,1,1,"",OK
74f1d636,375,670,exp_old,"Meine Stärken sind meine Empathie und schnelle Auffassungsgabe.

Meine Schwächen sind mein Bizeps und mein Stressmanagement.",5,3,5,4,5,"- es handelt von unserer Galaxie
- es vergleicht die Erde in ihrer Größe mit anderen Planeten und Sternen, indem immer weiter rausgezoomt wird ","- vielleicht, wie Menschen emotional auf dramatisch musikalische Begleitung reagieren ",1,"",1,1,1,1,"",OK
2ee2d752,390,699,exp_old,"Ich bin empathisch und mag sehr gerne unter Menschen sein. Ich verstehe mich mit vielen Leuten gut und mache viele verschiedene Sportarten, die mir sehr gut gefallen. Ich bin meistens freundlich und respektiere jeden. Ich mag sehr gerne Tiere.
Manchmal bin ich übermütig und rede zu viel.",6,2,7,5,7,Größenordnung verschiedener Sterne Planeten im endgültigen Vergleich mit der Größe der Erde und der dadurch scheinbaren irrelevanz derselben ,Wie Menschen sich selbst einschätzen in ihrer Bedeutung,1,"",1,1,1,1,"",OK
57179212,1920,943,control,"Ich begegne der Natur und Menschen mit einem Lächeln. Die Wichtigkeit des Einklangs von Natur und Mensch sollte priorisiert werden. Vielleicht entsteht durch dieses Bewustsein eine Dynamik die alles positiv verändert.

Ich kann nicht verstehen, warum man von der Priorisierung abweichen sollte.",4,1,4,4,4,Von einer Anleitung zum Bau einer Mauer.,Den Fokus durch ein Video zu lenken/manipulieren und daraus resultierend die Antworten zu antizipieren.,1,"",1,1,1,5,PC,OK
510383dd,,,control,"",,,,,,"","",,"",,,,,"",OK
c69c137c,1710,991,exp_old,"Ich denke eine Stärke von mir ist es, anderen Personen zuzuhören. Außerdem würde ich sagen, dass ich zuverlässig bin.

Schwächen von mir sind, dass ich mich leicht stressen lasse oder zu sehr mit anderen vergleiche.",2,1,2,6,6,ein Größenvergleich der Objekte im Universum,"Vllt, ob ich mich durch das Video klein und unbedeutsam fühle und wie sich das auf meine Selbsteinschätzung auswirkt.",1,"",1,1,1,3,"",OK
da024232,1180,648,control,"Loyal, hilfsbereit, konsequent, offen, selbstbewusst, penibel, faul",1,1,4,2,3,"Mauerbau, Verstärkungsmöglichkeiten","Nicht um Mauerbau
Ängste",1,"",1,1,1,2,"",OK
d803dff7,2560,1314,exp_new,"Zu meinen Stärken gehört kreatives Denken. Mir macht es viel Spaß über verschiedene Lösungsansätze nachzudenken und kreative Ideen einzubringen. 
Außerdem erkenne ich schnell Zusammenhänge zwischen verschiedenen Dingen, wie zum Beispiel in der Mathematik. Ich  habe denke ich eine relativ gute Auffassungsgab und einen guten Orientierungssinn. ",6,2,5,4,6,"Rauszoomen von Gebäude in Duetschland zur Erde, dann zum Sonnensystem, dann in die Milchstraße usw. ","Darum weie klein und unbeduetend man issch fühlt und weniger klein die Probeeme, wenn man sich selbr mal in Perspektive setzt. ",1,"",1,1,1,4,"",OK
246353c7,390,699,exp_old,"Ich denke positiv über meine Fertigkeiten 
Ich habe ein positives Bild über mein Äußeres 
Ich vergesse oft Dinge 
Ich schiebe Sachen oft vor mich her ",3,2,6,3,7,"- Sonnensystem 
- Größe der Erde im vergleich zu anderen Planeten und Sonnen ",Selbsteinschätzung nach dem man gesehen hat wie klein unser Einfluss ist und unsere Wirksamkeit ,1,"",1,1,1,1,"",OK
c5ea6ebe,393,695,control,"Ich kann gut andere Menschen in Gespräche verwickeln, hab Humor und komme daher auch sehr sympathisch rüber , ich bin ein sehr sportlicher Menschen. Zudem bin ich mir über meine Fähigkeiten bewusst und sehr reflektiert und kann gut kommunizieren.
Zu meinen Schwächen gehört dass ich viel Aufmerksamkeit und Bestätigung benötige, manchmal etwas lauter bin ",1,1,1,1,1,Wie man eine stabile Mauer baut ,Wie uns Videos bzw. Social Media beeinflusst ,1,"",1,1,1,1,"",OK
